JP	17529	MEDIACAT STARCAT CABLE NETWORK Co .,LTD.
HU	44460	MEDIACENTER-AS
ID	141137	MEDIACEPAT-AS-ID PT Media Cepat Indonesia
ID	140449	MEDIACLOUD-AS-ID PT Media Cloud Indonesia
RU	60292	MEDIACOM-ARCH
US	30036	MEDIACOM-ENTERPRISE-BUSINESS
GB	206352	MEDIACONNECTIVE
SG	133912	MEDIACORPPTELTD-AS-AP MediaCorp Pte Ltd
SG	134407	MEDIACORPPTELTD-AS-AP MediaCorp Pte Ltd
SG	136149	MEDIACORPPTELTD-AS-AP MediaCorp Pte Ltd
FR	197133	MEDIACTIVE-NETWORK MEDIACTIVE SAS
FR	61236	MEDIACTIVE-NETWORK MEDIACTIVE SAS
FR	43573	MEDIACTIVE-NETWORK-USA MEDIACTIVE SAS
US	46179	MEDIAFIRE
SE	197775	MEDIAFRONTIERS
ES	28971	MEDIAFUSION-ES-AS Mediafusion Jetmultimedia Spain
RU	51133	MEDIAGRAND-AS
AU	134101	MEDIAHUB-AS-AP Mediahub Australia Pty Ltd.
BE	199796	MEDIAHUIS
RO	43360	MEDIAIMAGE
ID	131749	MEDIAINDOCYBER-AS-ID PT. Arthatama Adhiprima Persada
